Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
redMeatStewDesc,items,Food,New,"A nice stew made from raw red meat.  Great source for hunger replenishment and health.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodVegetableStewDesc,items,Food,KgNone,"Your mom always said eat your vegetables. Now's your chance to make her happy and guess what? They're good for you.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodHoboStewDesc,items,Food,KgNone,"Nutritious and deli... it's edible, okay?\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodSteakAndPotatoDesc,items,Food,KgNone,"A filling meal fit for a king!\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodBlueberryPieDesc,items,Food,KgNone,"This homemade blueberry pie is just like Grandma used to make.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodPumpkinPieDesc,items,Food,KgNone,"If there is one thing to be thankful for in the apocalypse, it's pumpkin pie.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodPumpkinCheesecakeDesc,items,Food,KgNone,"This pumpkin cheesecake tastes delicious and grants you a 5% discount when bartering.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodShamChowderDesc,items,Food,KgNone,"Sham Chowder increases your Fortitude and grows chest hair!\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodFishTacosDesc,items,Food,KgNone,"Who wants to live off the land when it's taco Tuesday? Or is this Thursday?\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
appleJuice,items,Food,New,Apple Juice,,,,,
appleJuiceDesc,items,Food,New,"Juice made from apples.  Helps cure dysentery.\n\n[669966]Crafted at Campfire or Coffee Maker[-]",,,,,
blackberryJuice,items,Food,New,Blackberry Juice,,,,,
blackberryJuiceDesc,items,Food,New,"Juice made from blackberries.\n\n[669966]Crafted at Campfire, Player Oven or Coffee Maker[-]",,,,,
beerNolsonCanuck,items,Food,New,Nolson Canuck Beer,,,,,
beerNolsonCanuckDesc,items,Food,New,"Canadian beer that doesn't taste like piss water.\n\n[669966]Crafted at Brewery Workstation[-]",,,,,
drinkYuccaJuiceSmoothieDesc,items,Food,KgNone,"This smoothie helps you survive in severely cold environments.\n\n[669966]Crafted at Campfire or Coffee Maker[-]",,,,,
greenTea,items,Food,New,Green Tea,,,,,
greenTeaDesc,items,Food,New,"Tea made from green tea extract.\n\n[669966]Crafted at Campfire, Player Oven or Coffee Maker[-]",,,,,
hotChocolate,items,Food,New,Hot Chocolate,,,,,
hotChocolateDesc,items,Food,New,"Nice hot chocolate made from cocoa.\n\n[669966]Crafted at Campfire, Player Oven or Coffee Maker[-]",,,,,
mossyBrew,items,Food,New,Mossy Brew,,,,,
mossyBrewDesc,items,Food,New,"A nice brew made from hanging moss, zinc and other ingredients.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
chickenSoup,items,Food,New,Chicken Soup,,,,,
chickenSoupDesc,items,Food,New,"Soup made from raw white meat.  Will replenish some hydration and hunger and regain some health.\n\n[669966]Crafted at Microwave[-]",,,,,
bearSoup,items,Food,New,Bear Soup,,,,,
bearSoupDesc,items,Food,New,"Soup made from raw red meat.  Will replenish some hydration and hunger and regain some health.\n\n[669966]Crafted at Microwave[-]",,,,,
dough,items,Food,New,Dough,,,,,
doughDesc,items,Food,New,"Dough can be used to craft bread and other recipes.\n\n[669966]Crafted at Food Processing Table[-]",,,,,
flour,items,Food,New,Flour,,,,,
flourDesc,items,Food,New,"Key ingredient for crafting bread.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
pepper,items,Food,New,Pepper,,,,,
pepperDesc,items,Food,New,"Can be eaten alone, but is also a key ingredient in many recipes.",,,,,
yeast,items,Food,New,Yeast,,,,,
yeastDesc,items,Food,New,"Key ingredient for making dough.\n\n[669966]Crafted at Chemistry Station[-]",,,,,
zincPowder,items,Food,New,Zinc Powder,,,,,
zincPowderDesc,items,Food,New,"Key ingredient in many health items.",,,,,
fruitPie,items,Food,New,Fruit Pie,,,,,
fruitPieDesc,items,Food,New,"A pie made of fruit.  Great source of hunger replenishment and health recovery.\n\n[669966]Crafted at Player Oven[-]",,,,,
tourtiere,items,Food,New,Tourtiere,,,,,
tourtiereDesc,items,Food,New,"A small pie made of meat.  Replenishes some hunger and recovers some health.\n\n[669966]Crafted at Player Oven[-]",,,,,
turkeydinner,items,Food,New,Turkey Dinner,,,,,
turkeydinnerDesc,items,Food,New,"A big turkey dinner that will fill you up and recover a fair portion of your health.\n\n[669966]Crafted at Player Oven[-]",,,,,
roastbeef,items,Food,New,Roast Beef Dinner,,,,,
roastbeefDesc,items,Food,New,"A nice sunday night roast beef dinner.  Replenishes a fair chunk of hunger and health.\n\n[669966]Crafted at Player Oven[-]",,,,,
foodShepardsPieDesc,items,Food,KgNone,"Shepards Pie sure is tasty and super filling.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodSpaghettiDesc,items,Food,KgNone,"Its not a classy Italian dish, but it is very filling and has a full no money back guarantee that you won't vomit.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
drinkJarBoiledWaterDesc,items,Food,KgNone,"Fresh bottled water. Well as fresh as you can get in the apocalypse.\n\n[669966]Crafted at Campfire or Coffee Maker[-]",,,,,
drinkJarRedTeaDesc,items,Food,KgNone,"An ancient Chinese secret, red tea is known for being an antioxidant, providing excellent rehydration and reducing food drain so that exertion does not make you hungry and thirsty as quickly.\n\n[669966]Crafted at Campfire or Coffee Maker[-]",,,,,
drinkJarGoldenRodTeaDesc,items,Food,KgNone,"Greatly speeds up recovering from dysentery.\n\n[669966]Crafted at Campfire or Coffee Maker[-]",,,,,
drinkJarCoffeeDesc,items,Food,KgNone,"Coffee keeps your stamina up and helps you stay warm for a limited time.\n\n[669966]Crafted at Campfire or Coffee Maker[-]",,,,,
wedgeSalad,items,Food,New,Wedge Salad,,,,,
wedgeSaladDesc,items,Food,New,"A healthy salad that will replenish some hunger and health.\n\n[669966]Crafted at Food Processing Table[-]",,,,,
chocolateCookies,items,Food,New,Chocolate Cookies,,,,,
chocolateCookiesDesc,items,Food,New,"Homemade chocolate chip cookies, fresh out of the oven.\n\n[669966]Crafted at Player Oven[-]",,,,,
chocolateCake,items,Food,New,Chocolate Cake,,,,,
chocolateCakeDesc,items,Food,New,"Delicious chocolate cake made with cocoa beans.\n\n[669966]Crafted at Player Oven[-]",,,,,
mochaCoffee,items,Food,New,Mocha Coffee,,,,,
mochaCoffeeDesc,items,Food,New,"Nice hot mocha coffee.\n\n[669966]Crafted at Coffee Maker[-]",,,,,
fruitTea,items,Food,New,Fruit Tea,,,,,
fruitTeaDesc,items,Food,New,"Hot fruit tea.  Good for you.\n\n[669966]Crafted at Coffee Maker[-]",,,,,
iceTea,items,Food,New,Iced Tea,,,,,
iceTeaDesc,items,Food,New,"Cold tea that will help cool you.\n\n[669966]Crafted at Coffee Maker[-]",,,,,
icedcoffee,items,Food,New,Iced Coffee,,,,,
icedcoffeeDesc,items,Food,New,"Cold coffee that will help cool you.\n\n[669966]Crafted at Coffee Maker[-]",,,,,
drinkJarYuccaJuiceDesc,items,Food,KgNone,"Yucca juice provides excellent hydration.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
fruitSangria,items,Food,New,Fruit Sangria,,,,,
fruitSangriaDesc,items,Food,New,"A sangria made with fruit.\n\n[669966]Crafted at Brewery Workstation[-]",,,,,
longIsland,items,Food,New,Long Island,,,,,
longIslandDesc,items,Food,New,"A nice alcoholic beverage.\n\n[669966]Crafted at Brewery Workstation[-]",,,,,
blueberrydaiquiri,items,Food,New,Blueberry Daiquiri,,,,,
blueberrydaiquiriDesc,items,Food,New,"A daiquiri made with blueberries.\n\n[669966]Crafted at Brewery Workstation[-]",,,,,
fruitDaiquiri,items,Food,New,Fruit Daiquiri,,,,,
fruitDaiquiriDesc,items,Food,New,"A daiquiri made with fruit.\n\n[669966]Crafted at Brewery Workstation[-]",,,,,
fryingPan,items,Item,KgNone,Frying Pan,,,,,
fryingPanDesc,items,Item,KgNone,"A frying pan is used in a player oven.  Speeds up crafting time.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
roastingPan,items,Item,KgNone,Roasting Pan,,,,,
roastingPanDesc,items,Item,KgNone,"A roasting pan is used in a player oven.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
loafPan,items,Item,KgNone,Loaf Pan,,,,,
loafPanDesc,items,Item,KgNone,"A loaf pan is used in a player oven.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
immunizationShot,items,Medical,New,Immunization Shot,,,,,
immunizationShotDesc,items,Medical,New,"This shot should completely cure infection.\n\n[669966]Crafted at Chemistry Workstation[-]",,,,,
drugVitaminsDesc,items,Medical,KgNone,"These vitamins cure Fatigue and prevent you from catching ailments like Infection, Dysentery or Fatigue.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
vitaminA,items,Medical,New,Vitamin A,,,,,
vitaminADesc,items,Medical,New,"Increases resistance to catching infection.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
vitaminB,items,Medical,New,Vitamin B,,,,,
vitaminBDesc,items,Medical,New,"Increases stamina regeneration by 20%.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
vitaminC,items,Medical,New,Vitamin C,,,,,
vitaminCDesc,items,Medical,New,"Resistant to catching dysentery for 30 mins.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
vitaminD,items,Medical,New,Vitamin D,,,,,
vitaminDDesc,items,Item,KgNone,"Increase resistance for hot and cold weather.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
vitaminsDesc,items,Medical,New,"These vitamins will increase your health over time.  Will also cure dysentery and food poisoning.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
legBoosterShot,items,Medical,New,Bone Booster,,,,,
legBoosterShotDesc,items,Medical,New,"A bone booster shot can heal your broken limbs as well as prevent any future injuries to your leg or arms for the duration of the buff.",,,,,
advancedSplint,items,Medical,New,Advanced Splint,,,,,
advancedSplintDesc,items,Medical,New,"A advanced splint will significantly decrease the time your arm or leg will take to heal.",,,,,
traumaFirstAidBandage,items,Medical,New,Trauma First Aid Bandage,,,,,
traumaFirstAidBandageDesc,items,Medical,New,"A trauma first aid bandage will cure any bleed type damage and will significantly recover some of your health.",,,,,
traumaFirstAidKit,items,Medical,New,Trauma First Aid Kit,,,,,
traumaFirstAidKitDesc,items,Medical,New,"A trauma first aid kit will cure any bleed type damage and will instantly recover a huge portion of health.\n\n[669966]Crafted at Chemistry Workstation[-]",,,,,
xStrengthPainkillers,items,Medical,New,Extra Strength Painkillers,,,,,
xStrengthPainkillersDesc,items,Medical,New,"These pills will significantly increase your overall health.",,,,,
energypill,items,Medical,New,Energy Pill,,,,,
energypillDesc,items,Medical,New,"A energy pill will help keep you full of stamina.",,,,,
tungstenFragment,items,Item,KgNone,Tungsten Fragment,,,,,
tungstenFragmentDesc,items,Item,KgNone,"Found in a tungsten resource blocks deep in the ground.  A big chunk of raw tungsten that needs to be scrapped before it can be used in the tungsten forge.",,,,,
resourceIronFragmentDesc,items,Item,KgNone,"Found in iron resource blocks in the ground.  A big chunk of raw iron that needs to be scrapped before being used in forges.",,,,,
forgedTungsten,items,Item,KgNone,Forged Tungsten,,,,,
forgedTungstenDesc,items,Item,KgNone,"Crafted in the tungsten forge.  Can be used to craft many powerful tools and weapons.\n\n[669966]Crafted at Tungsten Forge[-]",,,,,
copperFragment,items,Item,KgNone,Copper Fragment,,,,,
copperFragmentDesc,items,Item,KgNone,"Copper fragments and zinc fragments can be used to craft brass.",,,,,
zincFragment,items,Item,KgNone,Zinc Fragment,,,,,
zincFragmentDesc,items,Item,KgNone,"Zinc fragments and copper fragments can be used to craft brass.",,,,,
twine,items,Item,KgNone,Twine,,,,,
twineDesc,items,Item,KgNone,"Key ingredient in many recipes.",,,,,
wotwResourceFertilizer,items,Item,KgNone,Fertilizer,,,,,
wotwResourceFertilizerDesc,items,Item,KgNone,"Fertilizer is used to craft fertilized seeds which produce twice as much resources.\n\n[669966]Crafted at Chemistry Station[-]",,,,,
blueprintPaper,items,Item,KgNone,Blueprint Paper,,,,,
blueprintPaperDesc,items,Item,KgNone,"Blueprint paper is used to craft book crates at a blueprint workstation.",,,,,
householdChemicals,items,Item,KgNone,Household Chemicals,,,,,
householdChemicalsDesc,items,Item,KgNone,"These chemicals are used to craft several ingredients.\n\n[669966]Crafted at Mortar & Pestle or Chemistry Station[-]",,,,,
kevlar,items,Item,KgNone,Kevlar,,,,,
kevlarDesc,items,Item,KgNone,"Very strong material used in many recipes such as kevlar armor.",,,,,
wotwResourceLeather,items,Item,KgNone,Leather,,,,,
wotwResourceLeatherDesc,items,Item,KgNone,"Leather can be used to make a variety of things including clothing and crossbows.",,,,,
resourceLeather,items,Item,KgNone,Leather Hide,,,,,
resourceLeatherDesc,items,Item,KgNone,"Leather hide needs to be processed into leather before it can be used in recipes.",,,,,
rebar,items,Item,KgNone,Rebar,,,,,
rebarDesc,items,Item,KgNone,"Rebar is used to craft rebar frames at a builders workstation.\n\n[669966]Crafted at Forge or Tungsten Forge[-]",,,,,
woodAndNails,items,Item,KgNone,Wood & Nails,,,,,
woodAndNailsDesc,items,Item,KgNone,"Wood and Nails is required to upgrade wooden blocks to a reinforced state.",,,,,
portlandCement,items,Item,KgNone,Portland Cement,,,,,
portlandCementDesc,items,Item,KgNone,"Portland cement is required to craft portland concrete mix in a cement mixer.\n\n[669966]Crafted at Stone Forge[-]",,,,,
portlandConcreteMix,items,Item,KgNone,Portland Concrete Mix,,,,,
portlandConcreteMixDesc,items,Item,KgNone,"Portland concrete mix is required to upgrade concrete blocks to reinforced state or fill in rebar blocks.\n\n[669966]Crafted at Cement Mixer[-]",,,,,
tungstenPlating,items,Item,KgNone,Tungsten Plating,,,,,
tungstenPlatingDesc,items,Item,KgNone,"Tungsten plating is required to upgrade steel blocks to tungsten blocks.\n\n[669966]Crafted at Builders Workstation[-]",,,,,
sparkPlug,items,Item,KgNone,Spark Plug,,,,,
sparkPlugDesc,items,Item,KgNone,"Spark plugs is a key ingredient in crafting engine parts.",,,,,
valve,items,Item,KgNone,Valve,,,,,
valveDesc,items,Item,KgNone,"Valves is a key ingredient in crafting engine parts.",,,,,
piston,items,Item,KgNone,Piston,,,,,
pistonDesc,items,Item,KgNone,"Pistons is a key ingredient in crafting engine parts.",,,,,
crankshaft,items,Item,KgNone,Crankshaft,,,,,
crankshaftDesc,items,Item,KgNone,"Crankshafts is a key ingredient in crafting engine parts.",,,,,
engineParts,items,Item,KgNone,Engine Parts,,,,,
enginePartsDesc,items,Item,KgNone,"Engine parts consists of spark plugs, pistons, valves and crankshafts.  Used with other parts to craft engines.  Mechanic Class Exclusive.\n\n[669966]Crafted at Mechanic Workstation[-]",,,,,
enginePartsECO,items,Item,KgNone,ECO Engine Parts,,,,,
enginePartsECODesc,items,Item,KgNone,"ECO engine parts consists of spark plugs, pistons, valves and crankshafts.  Used with other parts to craft eco engines.  Mechanic Class Exclusive.\n\n[669966]Crafted at Mechanic Workstation[-]",,,,,
enginePartsHD,items,Item,KgNone,HD Engine Parts,,,,,
enginePartsHDDesc,items,Item,KgNone,"HD engine parts consists of spark plugs, pistons, valves and crankshafts.  Used with other parts to craft hd engines.  Mechanic Class Exclusive.\n\n[669966]Crafted at Mechanic Workstation[-]",,,,,
fireLog,items,Item,KgNone,Firelog,,,,,
fireLogDesc,items,Item,KgNone,"Great resource for burning.  Crafted with wood and coal.  Burns longer than wood alone.",,,,,
handlewood,items,Item,KgNone,Wood Handle,,,,,
handlewoodDesc,items,Item,KgNone,"A wood handle is used in many tool recipes.",,,,,
handlemetal,items,Item,KgNone,Metal Handle,,,,,
handlemetalDesc,items,Item,KgNone,"A metal handle is used in many tool recipes.\n\n[669966]Crafted at Workbench[-]",,,,,
handlefiberglass,items,Item,KgNone,Fiberglass Handle,,,,,
handlefiberglassDesc,items,Item,KgNone,"A fiberglass handle is used in many tool recipes.\n\n[669966]Crafted at Workbench[-]",,,,,
wotwGemQuartz,items,Item,KgNone,Quartz,,,,,
wotwGemPyrite,items,Item,KgNone,Pyrite,,,,,
wotwGemCelestine,items,Item,KgNone,Celestine,,,,,
wotwGemMagnetite,items,Item,KgNone,Magnetite,,,,,
wotwGemMillerite,items,Item,KgNone,Millerite,,,,,
wotwGeodeQuarts,items,Item,KgNone,Geode,,,,,
wotwGeodePyrite,items,Item,KgNone,Geode,,,,,
wotwGeodeCelestine,items,Item,KgNone,Geode,,,,,
wotwGeodeMagnetite,items,Item,KgNone,Geode,,,,,
wotwGeodeMillerite,items,Item,KgNone,Geode,,,,,
wotwGeodeSilver,items,Item,KgNone,Geode,,,,,
wotwGeodeGold,items,Item,KgNone,Geode,,,,,
wotwGeodeDiamond,items,Item,KgNone,Geode,,,,,
geodeDesc,items,Item,KgNone,"You have found a geode.  Crack it open to find something valuable!",,,,,
toolBellowsDesc,items,Item,KgNone,"A tool that can be installed in a forge. It increases air flow and so the crafting speed of the forge.",,,,,
calipers,items,Item,KgNone,Calipers,,,,,
calipersDesc,items,Item,KgNone,"Calipers is a tool that can be used in a ammo workstation, blueprint workstation and a gun smithing workstation.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
rivetGun,items,Item,KgNone,Rivet Gun,,,,,
rivetGunDesc,items,Item,KgNone,"A rivet gun is a tool used in a builders workstation.  Required for crafting scrap iron frames.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
rebarBender,items,Item,KgNone,Rebar Bender,,,,,
rebarBenderDesc,items,Item,KgNone,"A rebar bender is used in a builders workstation.  Required for crafting rebar frames.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
weldingTool,items,Item,KgNone,Welding Torch,,,,,
weldingToolDesc,items,Item,KgNone,"A welding torch is a tool used in a builders workstation.  Required for crafting tungsten blocks.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
hammerRounding,items,Item,KgNone,Rounding Hammer,,,,,
hammerRoundingDesc,items,Item,KgNone,"A rounding hammer is a tool used in a tool crafting workstation to craft special tools.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
wotwToolAdvancedPestle,items,Item,KgNone,Advanced Pestle,,,,,
wotwToolAdvancedPestleDesc,items,Item,KgNone,"A advanced pestle used in the mortar and pestle that will speed up crafting time.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
wotwToolSmoothJawPliers,items,Item,KgNone,Smooth Jaw Pliers,,,,,
wotwToolSmoothJawPliersDesc,items,Item,KgNone,"A smooth jaw pair of pliers used in the armour smithing workstation that will speed up crafting time.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
wotwToolScrewGun,items,Item,KgNone,Screw Gun,,,,,
wotwToolScrewGunDesc,items,Item,KgNone,"A screw gun used in the tool smithing workstation that will speed up crafting time.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
wotwToolTapeMeasure,items,Item,KgNone,Tape Measure,,,,,
wotwToolTapeMeasureDesc,items,Item,KgNone,"A tape measure used in the builders workstation that will speed up crafting time.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
wotwToolPortableCNC,items,Item,KgNone,Portable CNC,,,,,
wotwToolPortableCNCDesc,items,Item,KgNone,"A portable CNC machine used in the blueprint workstation that will speed up crafting time.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
wotwToolBrassHammer,items,Item,KgNone,Brass Hammer,,,,,
wotwToolBrassHammerDesc,items,Item,KgNone,"A brass hammer used in the gun smithing workstation that will speed up crafting time.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
wotwToolSharpKnife,items,Item,KgNone,Sharp Knife,,,,,
wotwToolSharpKnifeDesc,items,Item,KgNone,"A sharp knife used in the food processing table that will speed up crafting time.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
wotwToolSewingMachine,items,Item,KgNone,Sewing Machine,,,,,
wotwToolSewingMachineDesc,items,Item,KgNone,"A sewing machine used in the sewing machine that will speed up crafting time.\n\n[669966]Crafted at Tool Workstation[-]",,,,,
